TrackName,type_of_device,configuration,microphone,recorder,sample_rate,Recordist_first_name,Recordist_last_name,recording_date,recording_time,recording_length,Audio_file,SubjectName,subject_importance,quality_rating,Species_short_name,Subject_species,sex,age_class,identified_by,certainty_of_species,latitude_degrees,latitude_minutes,latitude_seconds,latitude_orientation,longitude_degrees,longitude_minutes,longitude_seconds,longitude_orientation,elevation,Distance_from_marker,position,Marker,Area,Region,country,state_or_province,vegetation_type,Analysis,Analysis_date,Analysis_method,number_of_phrases,Textgrid_file,Keycode_file
tFTANN1405-1685,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/15/2014,8:55:00,0:41:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1685.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,12,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1685.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1686,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/15/2014,9:09:00,0:06:57,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1686.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,87,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1686.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1687,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/15/2014,10:19:00,0:26:53,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1687.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,8,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1687.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1688,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/15/2014,10:42:00,0:19:03,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1688.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,175,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1688.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1690,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/15/2014,11:31:00,0:20:11,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1690.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,265,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1690.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1692,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,6:47:00,0:07:40,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1692.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,148,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1692.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1693,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,6:55:00,0:08:26,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1693.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,7,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1693.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1695,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,7:32:00,0:15:36,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1695.WAV,GAY,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,7.8,N,120,37,49.8,,806,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,151,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1695.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1696,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,8:19:00,0:36:48,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1696.WAV,GAY,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,7.8,N,120,37,49.8,,806,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,783,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1696.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1697,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,8:50:00,0:11:46,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1697.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,173,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1697.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1698,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,9:18:00,0:09:11,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1698.WAV,?,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,,,,,,,,,,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,106,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1698.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1700,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,9:34:00,0:03:02,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1700.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1700.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1701,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/16/2014,10:01:00,0:19:34,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1701.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,277,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1701.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1704,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/17/2014,7:31:00,0:27:51,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1704.WAV,AOBu,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.7,,120,37,51.1,,736,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,21,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1704.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1705,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/17/2014,7:51:00,0:05:13,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1705.WAV,ORA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,8.9,,120,37,34.8,,813,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,83,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1705.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1706,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/17/2014,8:23:00,0:30:24,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1706.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,267,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1706.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1707,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/17/2014,9:21:00,0:56:07,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1707.WAV,Unbanded East,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,13,,120,37,33,E,780,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,1195,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1707.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1709,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/17/2014,10:15:00,0:40:57,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1709.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,740,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1709.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1712,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/18/2014,6:57:00,0:01:59,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1712.WAV,GAY,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,7.8,N,120,37,49.8,,806,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,19,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1712.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1713,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/18/2014,10:41:00,1:23:37,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1713.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,241,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1713.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1714,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/18/2014,11:05:00,0:12:45,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1714.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,27,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1714.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1715,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/19/2014,7:38:00,0:06:10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1715.WAV,YBuA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.4,,120,37,32,W,784,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,107,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1715.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1716,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/19/2014,9:19:00,0:08:41,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1716.WAV,YBuA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.4,,120,37,32,W,784,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,87,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1716.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1720,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,6:29:00,0:00:58,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1720.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,3,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1720.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1721,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,6:39:00,0:03:59,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1721.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,28,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1721.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1724,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,7:14:00,0:19:29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1724.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,237,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1724.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1725,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,7:36:00,0:11:38,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1725.WAV,Unbanded East,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,13,,120,37,33,E,780,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,152,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1725.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1726,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,7:42:00,0:05:05,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1726.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,76,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1726.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1727,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,7:50:00,0:07:58,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1727.WAV,WABk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,12.2,,120,37,33.8,,794,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,119,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1727.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1728,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,8:00:00,0:08:32,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1728.WAV,YAW,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,14.3,,120,37,37.8,W,791,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,193,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1728.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1730,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,8:16:00,0:11:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1730.WAV,Unbanded East,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,13,,120,37,33,E,780,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,235,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1730.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1731,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,9:05:00,0:41:41,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1731.WAV,Unbanded East,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,13,,120,37,33,E,780,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,740,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1731.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1733,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,9:57:00,0:43:13,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1733.WAV,BuRA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.4,,120,37,35.4,,755,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,49,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1733.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1735,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,11:55:00,1:30:18,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1735.WAV,AGO,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.9,,120,37,41.2,,733,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,405,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1735.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1736,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/20/2014,12:01:00,0:02:56,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1736.WAV,?,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,,,,,,,,,,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,4,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1736.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1737,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/21/2014,6:57:00,0:04:38,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1737.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,20,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1737.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN1405-1739,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/21/2014,7:18:00,0:11:21,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2014/Jun/1739.WAV,RYA,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,15.7,,120,37,48,,729,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,209,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2014/Jun/1739.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
